2.55E-06,0.0071212,2.55E-06,0.0014554,0
7.52E-35,0.011374,0.0002064,0.0083827,0
4.23E-15,0.0002414,0.0078961,4.32E-07,1
4.36E-15,0.00038685,1.13E-06,0.00032716,0
4.42E-15,1.08E-06,9.99E-13,1.08E-07,0
4.44E-15,0.0065231,0.0061183,0.0086341,1
4.49E-15,0.017158,0.00013702,0.00095603,0
4.56E-15,0.00081076,2.29E-05,0.00060796,0
4.62E-15,0.013691,0.0031215,0.006785,1
1.78E-14,0.00051858,4.07E-05,0.00026546,0
2.83E-07,0.0004731,2.55E-06,0.00029578,0
2.83E-07,0.0005674,2.54E-06,0.0005351,0
2.83E-07,0.0022197,7.08E-06,1.60E-05,0
2.83E-07,0.045939,1.81E-05,0.005485,0
2.83E-07,7.47E-12,8.18E-05,1.98E-06,0
2.83E-07,0.00045069,1.02E-05,1.37E-05,0
2.83E-07,0.02162,0.0029459,0.0077007,1
2.83E-07,0.0015484,0.0016786,0.0021606,1
2.83E-07,0.013571,2.83E-05,0.00032413,0
1.13E-06,0.00021,1.14E-06,0.00018057,0
1.13E-06,0.00064381,7.25E-05,0.00050283,0
1.13E-06,0.017156,0.0074307,0.0020143,1
1.13E-06,1.72E-05,6.37E-05,8.00E-06,0
1.13E-06,0.00084063,7.08E-06,0.00081225,0
1.13E-06,0.0071214,0.0060353,3.18E-05,1
1.13E-06,0.092043,0.00011325,0.049422,2
1.13E-06,0.038502,0.0016354,0.028858,2
1.13E-06,7.75E-05,1.81E-05,6.27E-05,0
1.13E-06,0.001276,8.18E-05,0.00053968,0
1.13E-06,0.25012,0.00082564,0.014293,2
1.13E-06,0.00072525,4.52E-06,0.00054779,0
2.55E-06,0.0031244,0.0001632,0.0018482,0
2.55E-06,0.00019516,1.14E-06,3.51E-05,0
2.55E-06,0.0029543,3.42E-05,0.0015266,1
2.55E-06,0.00054259,5.55E-05,0.00041259,0
2.55E-06,0.0010304,2.55E-06,0.00096705,0
2.55E-06,0.0092738,7.25E-05,0.00080017,0
2.55E-06,0.00072456,4.53E-06,0.00069185,0
2.55E-06,0.00025768,6.39E-13,0.00013881,0
2.55E-06,0.0034233,8.18E-05,1.57E-05,0
2.55E-06,2.68E-05,7.08E-06,2.48E-06,0
2.55E-06,0.056717,0.0010536,0.0031978,2
2.55E-06,0.0057923,3.43E-05,0.0006838,0
2.55E-06,0.0054801,6.37E-05,0.0049589,0
2.55E-06,0.0025745,0.0015504,0.0037152,2
2.55E-06,0.00072432,2.81E-07,2.05E-06,1
4.53E-06,0.00020978,1.39E-05,6.93E-05,0
4.53E-06,6.70E-06,1.81E-05,8.02E-06,0
4.53E-06,0.0073863,0.00017695,0.0060938,0
4.53E-06,0.00093304,1.13E-06,0.00090951,0
4.53E-06,0.0015891,1.78E-14,7.87E-05,0
4.53E-06,0.0003473,6.37E-05,0.00020942,0
4.53E-06,0.0033014,8.18E-05,0.0005836,1
7.08E-06,0.0010306,2.83E-05,0.00022174,0
7.08E-06,0.00030985,0,0.00029476,0
7.08E-06,0.0032434,7.25E-05,5.87E-05,0
7.08E-06,0.0020287,0.00030833,7.67E-05,1
7.08E-06,0.14678,0.013088,0.11534,2
7.08E-06,0.0036065,1.02E-05,7.23E-05,0
7.08E-06,0.010509,0.0040771,0.00052556,1
7.08E-06,0.034929,8.69E-13,0.0051678,0
1.02E-05,0.0076541,2.81E-07,0.0039234,0
1.02E-05,0.011707,2.83E-05,0.00029551,1
1.02E-05,5.25E-05,0.00076554,0.00079426,1
1.02E-05,0.0029555,4.08E-05,0.00018135,0
1.02E-05,0.0018469,7.07E-06,0.0017913,0
1.02E-05,6.87E-05,0.0004088,4.57E-05,0
1.02E-05,0.0014281,1.13E-06,0.0013763,0
1.02E-05,0.055734,0.0084739,0.011145,1
1.02E-05,0.00034735,2.55E-06,2.49E-07,1
1.02E-05,0.0031261,0.080133,0.00022428,2
1.39E-05,0.0026268,0.00032729,0.0022908,0
1.39E-05,6.69E-06,2.83E-05,8.20E-07,0
1.39E-05,0.001098,8.18E-05,0.0010383,0
1.39E-05,0.023962,2.55E-06,0.0012412,0
1.39E-05,0.0010973,1.13E-06,0.00081413,0
1.39E-05,9.66E-06,4.53E-06,6.71E-07,0
1.39E-05,0.00036712,2.85E-07,0.00011924,0
1.39E-05,4.54E-05,2.55E-06,5.70E-05,0
1.39E-05,0.0013136,0.00034687,0.00079406,1
1.39E-05,0.0014677,1.81E-05,0.00012259,0
1.39E-05,0.0018917,1.02E-05,0.0018351,0
1.39E-05,0.0022685,1.13E-06,2.86E-05,0
1.39E-05,0.00081069,2.84E-07,0.00016941,0
1.39E-05,0.00056731,4.53E-06,0.00058315,0
1.39E-05,0.0004731,0.0081829,0.0046426,1
1.39E-05,0.0030695,0.0028315,0.0058433,1
1.81E-05,1.72E-05,2.83E-05,1.39E-05,0
1.81E-05,0.0015898,4.54E-06,0.001534,0
1.81E-05,0.00064322,4.79E-05,6.50E-06,0
1.81E-05,0.00072433,0.0013091,0.00020545,1
1.81E-05,0.0016724,7.09E-06,0.00018024,0
1.81E-05,0.00016755,6.37E-05,0.00010947,0
1.81E-05,0.023962,9.17E-05,0.010139,0
1.81E-05,0.010508,0.0058711,0.00080177,1
1.81E-05,0.0051044,0.0097954,0.014028,1
1.81E-05,0.011375,0.0096903,0.00045732,1
1.81E-05,0.019253,0.0031217,0.00070307,2
1.81E-05,0.007746,0.023976,0.0081732,2
1.81E-05,0.00025754,0.00067982,5.03E-05,2
1.81E-05,3.24E-05,7.08E-06,4.74E-08,0
1.81E-05,0.0007248,8.18E-05,0.00010692,0
1.81E-05,0.001548,4.53E-06,0.00099125,0
1.81E-05,0.00099764,1.81E-05,0.00049561,0
1.81E-05,0.0085876,0.00057338,0.0010731,2
1.81E-05,0.01345,0.0028883,0.00071636,2
1.81E-05,0.013932,0.0012332,0.0020139,1
2.29E-05,0.017568,4.54E-06,0.0042992,0
2.29E-05,0.0043916,2.29E-05,0.0002266,0
2.29E-05,1.72E-05,6.37E-05,1.47E-05,0
2.29E-05,0.00029219,5.13E-12,1.59E-06,0
2.29E-05,0.007837,1.02E-05,0.00012862,0
2.29E-05,0.0053284,5.37E-13,6.94E-06,0
2.29E-05,6.04E-05,6.37E-05,3.94E-05,0
2.29E-05,4.29E-06,0.0009199,3.17E-05,1
2.29E-05,0.023643,0.023321,0.0030812,1
2.29E-05,2.69E-05,1.39E-05,3.26E-05,0
2.83E-05,0.00036656,4.07E-05,5.66E-05,0
2.83E-05,0.00032842,1.13E-06,7.31E-05,0
2.83E-05,0.0024191,0.00065233,0.0030598,0
2.83E-05,0.038907,0.028094,0.035801,2
2.83E-05,0.0080216,2.55E-06,0.0058816,0
2.83E-05,0.00015438,2.83E-07,0.00018057,0
2.83E-05,0.0082092,1.02E-05,0.00062559,0
2.83E-05,0.0016733,7.09E-06,1.39E-07,0
2.83E-05,0.0034829,1.13E-06,0.00050238,0
3.43E-05,0.011484,0.00016311,0.0020264,0
3.43E-05,0.00018112,4.08E-05,6.50E-05,0
3.43E-05,2.41E-06,4.08E-05,2.46E-05,0
3.43E-05,0.00040769,1.81E-05,0.00018375,0
3.43E-05,6.03E-05,0.008279,0.0063879,1
3.43E-05,1.31E-05,2.17E-13,4.09E-05,0
3.43E-05,0.04353,0.018123,0.012788,1
3.43E-05,0.0047411,0.0027192,0.0035438,2
4.08E-05,0.00034746,7.25E-05,1.36E-05,0
4.08E-05,0.00022568,4.83E-12,0.00013857,0
4.08E-05,0.013092,0.00025478,0.0080247,1
4.08E-05,0.0018909,0.00082568,0.0018166,1
4.08E-05,0.021016,0.0090715,0.0061035,1
4.08E-05,0.0098803,9.17E-05,0.0012863,2
4.08E-05,0.027965,7.08E-06,0.00044964,0
4.08E-05,0.0018467,1.39E-05,0.00094227,0
4.08E-05,0.00027459,8.70E-13,0.00026723,0
4.08E-05,0.0015895,4.53E-06,0.0012531,0
4.08E-05,0.00030986,4.53E-06,6.46E-05,0
4.08E-05,0.00029196,7.08E-06,0.00016201,0
4.08E-05,0.00034738,5.55E-05,1.42E-05,0
4.08E-05,0.00067005,0.00016308,3.23E-05,0
4.08E-05,0.019684,0.0054703,0.0070541,2
