14:22:48.692 2444,-4448,13980,35.31,629,-1015,-152
14:22:48.927 1904,-4168,16108,35.45,-309,-625,315
14:22:49.161 7224,-5264,12744,35.35,1314,575,-2074
14:22:49.425 -468,-2480,13348,35.49,-805,333,-1371
14:22:49.651 1640,-1152,15276,35.45,-2410,-1137,1281
14:22:49.910 5996,-2324,16532,35.45,491,-546,-220
14:22:50.143 4376,-1120,16752,35.45,1578,1329,-2711
14:22:50.403 -3508,-1136,14868,35.49,-588,-814,619
14:39:59.156 8748,-10700,11868,44.29,1405,4111,-4495
14:39:59.389 -2504,-3696,7220,44.25,1850,2395,-4337
14:39:59.649 -3116,-7572,8260,44.29,-3633,-158,2061
14:39:59.881 5356,-15068,16676,44.39,-3148,-669,3039
14:40:00.126 2504,-4684,16680,44.29,3377,1114,-4074
14:40:00.386 -3984,4304,22112,44.29,853,-4229,3205
14:40:00.618 8512,-12864,7188,44.44,1663,-3074,3515
14:40:00.879 12016,1360,15016,44.29,2636,4869,-7269
14:40:01.104 -7948,-88,12124,44.29,2425,1988,-7432
14:40:01.374 -8140,-10024,10208,44.34,-5558,-3655,5578
14:40:01.644 5068,-4732,17328,44.34,-2375,-2549,2412
14:40:01.846 7792,10440,32296,44.34,2318,-818,-71
14:40:02.095 -1332,-7328,12164,44.34,3704,1043,-2079
14:40:02.354 -1508,2208,17604,44.34,258,-4124,3019
14:40:02.585 11792,-6912,16012,44.29,-1944,-2084,4598
14:40:02.841 11240,280,14612,44.34,-1651,2602,-2741
14:40:03.079 -5032,-2684,20040,44.25,-3103,316,-2335
14:40:03.326 -76,-4540,15732,44.34,3885,-3103,1179
14:40:03.559 6348,-1332,20300,44.25,-2971,-1433,1022
14:40:03.840 4916,-468,11320,44.29,2590,-137,-1852
14:40:04.051 -4212,-7584,11756,44.34,1344,-798,-524
14:40:04.310 1124,-10784,15804,44.29,-3896,-4532,4779
14:40:04.549 12240,-8140,9548,44.34,5112,-17,-862
14:40:04.785 1552,5056,13480,44.25,656,1753,-2636
14:40:05.043 -964,412,19624,44.29,-3697,-2533,676
14:40:05.323 2788,-3452,19332,44.29,-4230,-1889,2803
14:40:05.527 792,-11860,15204,44.29,-2112,-363,278
14:40:05.797 780,-1868,21388,44.25,3650,-2772,-389
14:40:06.000 4064,608,12584,44.29,5625,-3303,2142
14:40:06.256 4640,7332,20848,44.25,-2524,-1882,1500
14:40:06.502 10708,-4160,10292,44.20,-2047,4119,-4411
14:40:06.760 -2092,6460,18976,44.25,-285,3604,-7340
14:40:06.995 -11084,-3580,21696,44.29,-5146,-3073,4264
14:40:07.228 5656,340,22500,44.25,1856,-3267,4021
14:40:07.493 14828,-7056,14868,44.20,2802,-1491,2295
14:40:07.732 768,5392,16188,44.20,4594,3739,-6702
14:40:07.966 -5612,-704,16092,44.29,-192,-1520,1458
14:40:08.225 4636,-2380,14852,44.25,2687,-4044,7155
14:40:08.457 14496,-4044,14412,44.25,-287,-1549,-1097
14:40:08.716 2680,2840,18424,44.15,2885,3252,-5293
14:40:08.961 -2820,3608,17460,44.29,2097,631,-548
14:40:09.196 6128,980,13484,44.20,946,-1796,1613
14:40:09.432 9640,328,11120,44.20,-3901,356,-996
14:40:09.702 604,992,14384,44.25,-4572,1145,-2375
14:40:09.972 1548,1372,19780,44.29,-3609,84,-273
14:40:10.180 4264,-1500,19072,44.15,-2154,-2419,2393
14:40:10.417 9572,-2796,18476,44.25,-55,433,-727
14:40:10.651 1012,-40,16552,44.25,1105,240,-2525
14:40:10.885 2104,0,15020,44.20,-361,-706,260
14:40:11.144 3572,132,17100,44.15,-1405,1180,-1440
14:40:11.377 -2132,1232,17584,44.20,-520,-605,439
14:40:11.622 3824,-3712,18076,44.29,199,-3810,4503
14:40:11.862 11536,-964,17152,44.29,27,153,-759
14:40:12.096 484,-1420,15616,44.20,-1051,1576,-2908
14:40:12.355 2256,-3464,16572,44.20,-726,-1580,1291
14:40:12.588 7692,1336,18536,44.15,-969,-1919,1892
14:40:12.852 8428,-1852,19280,44.20,-3584,-3,-1322
14:40:13.086 1980,-9932,9500,44.15,-161,2821,-3102
14:40:13.367 -1556,-1636,14904,44.15,-2473,217,-372
14:40:13.569 1496,-6420,17564,44.20,-2180,-2635,3185
14:40:13.840 9652,-4732,16896,44.11,1142,-1360,954
14:40:14.108 1976,-4352,13080,44.15,494,1117,-2177
14:40:14.316 100,-6864,15004,44.20,-754,-719,1114
14:40:14.550 -608,-6680,15772,44.15,-828,-848,307
14:40:14.790 1216,-6064,16072,44.25,1023,-2402,2505
14:40:15.046 6568,-5376,15124,44.15,214,-1062,342
14:40:15.282 8668,-5704,15920,44.15,-1645,605,-1480
14:40:15.538 2792,-2760,13856,44.29,-2380,3598,-3941
14:40:15.771 612,-6908,13896,44.20,-933,-2445,2363
14:40:16.005 5492,-6156,15388,44.25,599,146,-1048
14:41:20.899 2916,-3736,15276,43.92,2216,-1590,774
14:41:21.159 3616,-960,12952,43.92,387,-249,-178
14:41:21.395 6924,1080,15864,43.97,-357,-271,-919
14:41:21.628 1884,-124,16508,43.92,1577,185,-2097
14:41:21.886 1052,-5784,11588,43.92,-358,-35,-748
14:41:22.126 -4644,2228,21084,43.97,-2840,-1426,442
14:41:22.383 9548,-3932,19128,43.97,1856,-3862,4869
14:41:22.618 12496,-8788,12724,43.82,2216,737,-3417
14:41:22.851 -4540,-5352,10932,43.87,3662,2122,-4379
14:41:23.138 -412,3460,19792,43.97,-2494,-1721,3504
14:41:23.342 9820,-4704,16192,43.82,-1089,205,2152
14:41:23.610 10200,6780,20064,43.92,-279,1989,-4337
14:41:23.880 -7696,-6236,17500,43.87,-2769,672,-1178
14:41:24.095 -1564,-11004,14628,43.87,-1228,-3821,4641
14:41:24.329 11552,-7152,16020,43.92,2343,-1150,-406
14:41:24.582 4812,-3988,13832,43.92,1712,1564,-3414
14:41:24.817 -1860,16,15576,43.87,-765,112,83
14:41:25.055 -456,-2688,15440,43.87,-2118,-1980,1617
14:41:25.312 5768,-4828,15688,43.87,873,-2070,2148
14:41:25.548 8832,168,14752,43.87,-1600,716,-597
14:41:25.789 -516,2560,18600,43.82,-99,1936,-3116
14:41:26.046 -2092,232,17160,43.78,-2315,770,246
14:41:26.281 9276,-2272,16264,43.82,-2560,-545,2084
14:41:26.519 11928,784,18552,43.92,-1737,1722,-514
14:41:26.778 2640,-3256,15780,43.92,2167,687,-2968
14:41:27.010 792,-4296,12016,43.97,-520,-1597,1235
14:41:27.286 5800,-4332,16064,43.87,-1599,-1700,857
14:41:27.556 3088,-308,17264,43.87,-1029,-248,-705
14:41:27.757 3232,-1036,19348,43.87,-17,-1161,1554
14:41:27.989 6212,-5404,16864,43.87,1235,-1075,-432
14:41:28.245 2848,-3972,16492,43.82,-1045,236,-766
14:41:28.473 -992,956,19852,43.92,-1164,-22,-1657
14:41:28.732 1312,-3424,15560,43.87,-2273,-2395,2891
14:41:28.966 6220,-1288,16772,43.87,2217,-2582,1613
14:41:29.224 6800,-1888,15996,43.87,-2603,-143,-444
14:41:29.463 4756,-7864,13176,43.82,-2046,-3,346
14:41:29.703 1744,-1724,19144,43.82,-1627,-189,-1193
14:41:29.962 5004,-5244,20852,43.87,-1032,-1409,1128
14:41:30.194 856,-3920,16236,43.87,-1208,350,-192
14:41:30.430 3376,244,17012,43.82,244,-1122,1615
14:41:30.688 5420,-2828,17000,43.82,-517,-2182,747
14:41:30.905 472,-6236,16448,43.92,448,-481,502
14:41:31.181 2628,-5820,15588,43.82,1464,-2990,2564
14:41:31.451 3976,-5372,16052,43.87,459,-926,300
14:52:26.854 3464,-1784,16576,39.73,-315,-332,-9
14:52:27.131 3176,-1248,16712,39.73,-516,-49,-73
14:52:27.340 2900,-1876,16852,39.73,-633,-306,124
14:52:27.571 3368,-2648,16316,39.68,-405,-508,52
14:52:27.805 1640,-2752,15892,39.68,509,-646,26
14:52:28.064 2832,-2440,15172,39.78,827,-281,-450
14:52:28.300 2992,-2144,15944,39.82,-719,-392,7
14:52:28.535 3524,-1652,16772,39.68,-843,-544,206
14:52:28.772 3608,-1180,16704,39.73,-847,-171,-64
14:52:29.028 2160,-1828,16792,39.73,-701,-420,-53
14:52:29.262 3036,-2532,16152,39.68,-214,-857,530
14:52:29.523 4100,-2864,16024,39.82,357,-744,342
14:52:29.745 3064,-2968,15708,39.68,-397,-166,-678
14:52:30.005 1296,-2572,16168,39.64,-4,-637,165
14:52:30.232 3800,-1580,17140,39.64,-694,-627,554
14:52:30.484 3980,-1304,16216,39.68,-1269,415,-771
14:52:30.754 3800,-1948,17316,39.73,-1197,259,-985
14:52:31.025 2820,-1764,16692,39.64,-653,-757,409
14:52:31.227 2756,-2784,17044,39.68,-20,-1464,1084
14:52:31.461 2800,-3016,16332,39.73,-104,-113,-493
14:52:31.700 4916,-3312,15908,39.73,-589,425,-1077
14:52:31.959 3004,-3092,15924,39.73,788,175,-1383
14:52:32.192 2112,-2992,16012,39.64,425,-821,300
14:52:32.427 4348,-2060,15868,39.68,205,-528,320
14:52:32.667 3348,-820,16488,39.59,-374,156,-656
14:52:32.925 2488,-1544,17188,39.68,-923,-81,-506
14:52:33.163 1372,-1980,16972,39.73,-820,-448,289
14:52:33.398 4008,-2824,16440,39.68,-683,-697,427
14:52:33.655 3916,-2976,15232,39.64,-63,-56,-1092
14:52:33.890 3536,-3084,15984,39.68,223,403,-1972
14:52:34.124 2128,-2576,15984,39.82,-126,424,-1368
14:52:34.381 1456,-2124,15996,39.73,77,-577,3
14:52:34.655 3664,-1472,16844,39.68,-598,-873,1057
14:52:34.855 4216,-1552,17100,39.73,-689,-443,470
14:52:35.126 3592,-2004,16968,39.68,-1216,81,-810
14:52:35.330 2032,-2780,16516,39.64,-627,262,-870
14:52:35.589 2128,-2836,16352,39.82,83,-1179,850
14:52:35.822 3924,-2656,15768,39.82,329,-545,155
14:52:36.063 3888,-2216,15376,39.68,139,-239,-1040
14:52:36.322 2340,-2188,16224,39.68,-27,-190,-588
14:52:36.558 2276,-1584,17028,39.68,-601,-1020,911
14:52:36.792 3028,-1856,17184,39.68,-641,-671,930
14:52:37.039 2704,-1460,16764,39.64,-895,-40,-258
14:52:37.273 2756,-2332,16708,39.78,-949,273,-942
14:52:37.537 2528,-2636,16220,39.68,-74,-378,-102
14:52:37.763 4276,-3412,15992,39.64,204,-537,-8
14:52:37.996 3240,-2804,15604,39.78,79,-271,-798
14:52:38.255 3136,-2240,16448,39.68,-260,174,-1102
14:52:38.489 2704,-1580,16528,39.73,-762,-836,819
14:52:38.733 4292,-1248,16552,39.68,-244,20,-284
14:52:39.003 3252,-2208,16692,39.68,-806,407,-1264
14:52:39.273 1548,-2492,16496,39.68,-682,-675,239
14:52:39.476 2944,-2860,16000,39.68,395,-176,-484
14:52:39.699 3240,-3008,15880,39.73,629,-152,-617
14:52:39.958 2940,-2684,15756,39.78,122,-584,-224
14:52:40.192 2428,-2120,16444,39.64,-168,-1390,1266
14:52:40.421 3476,-2200,16604,39.78,4,-1002,485
14:52:40.682 2372,-1324,17188,39.64,-724,-353,8
14:52:40.915 2184,-2060,16804,39.64,-697,-239,-300
14:52:41.175 4500,-2984,16656,39.78,-59,-1381,912
14:52:41.408 4100,-2820,15652,39.64,-9,298,-1157
14:52:41.653 2892,-2952,16236,39.64,-45,-590,-16
14:52:41.893 4664,-2672,15924,39.64,281,562,-1005
14:52:42.127 3020,-1792,16292,39.68,-125,-358,-265
14:52:42.383 3556,-1672,16976,39.64,-342,-391,-67
14:52:42.616 5080,-1584,16884,39.68,-928,-781,620
14:52:42.905 2544,-2000,16412,39.64,-1251,-322,127
14:52:43.108 1956,-2384,16600,39.64,-1177,-1484,1223
14:52:43.378 1076,-2176,16324,39.68,-813,-767,264
14:52:43.601 3356,-2832,16140,39.64,-320,406,-1081
14:52:43.830 3908,-2864,16156,39.59,41,-1219,845
14:52:44.091 3344,-3180,15796,39.68,37,209,-1636
14:52:44.311 4212,-2704,16132,39.64,-12,-1125,813
14:52:44.572 2108,-2016,16948,39.64,-463,-1239,1144
14:52:44.810 3496,-1012,16600,39.59,-426,356,-1164
14:52:45.045 2244,-1204,16700,39.59,-1061,255,-517
14:53:06.898 2900,-1984,16168,39.73,-180,343,-1322
14:53:07.158 2508,-1460,16824,39.73,-950,-471,38
14:53:07.412 4568,-1672,16660,39.59,-301,-226,-46
14:53:07.683 2916,-2128,16748,39.73,-776,-34,-311
14:53:07.886 3480,-2952,16672,39.68,-747,-789,393
14:53:08.140 3524,-2620,15720,39.64,207,196,-1225
14:53:08.373 2452,-2700,15864,39.64,572,403,-1229
14:53:08.606 2392,-2928,16228,39.73,221,-810,470
14:53:08.844 4184,-2684,16536,39.64,15,-657,507
14:53:09.078 3292,-1404,16908,39.64,-551,27,-366
14:53:09.336 2624,-1784,16620,39.68,-833,-138,-432
14:53:09.575 2388,-2312,16428,39.68,-760,-1049,713
14:53:09.812 4444,-2828,16304,39.64,-414,-564,40
14:53:10.046 3148,-3252,15740,39.54,67,-286,-870
14:53:10.306 1944,-2184,15796,39.68,-79,-960,481
14:53:10.541 4336,-2316,16040,39.68,239,-23,-415
14:53:10.775 3232,-1684,16800,39.64,-405,197,-745
14:53:11.042 1888,-1580,16392,39.68,-1434,-797,612
14:53:11.277 4380,-2176,16476,39.59,-382,-139,145
14:53:11.564 3584,-2396,16228,39.64,-322,-23,-715
14:53:11.766 1924,-2728,16248,39.68,-101,-52,-482
14:53:12.104 3816,-3192,15656,39.64,53,-393,-258
14:53:12.240 2976,-2880,15480,39.64,34,-13,-987
14:53:12.473 2768,-2192,15904,39.73,-480,-918,765
14:53:12.732 3528,-1644,16272,39.64,307,-13,-664
14:53:12.968 2924,-1800,16960,39.68,-623,-211,-650
14:53:13.201 2140,-1596,17052,39.64,-1084,-629,392
14:53:13.457 3844,-2520,16612,39.64,-830,-1024,1020
14:53:13.702 3532,-2480,16104,39.54,-466,-211,-638
14:53:13.940 2744,-2652,16452,39.54,-297,401,-1274
14:53:14.174 2032,-2976,16316,39.59,-37,-852,509
14:53:14.433 3580,-3376,15964,39.49,584,-1296,1470
14:53:14.666 3264,-2116,14756,39.59,405,-117,-787
14:53:14.905 3688,-2216,16344,39.64,-543,-60,-1441
14:53:15.165 -160,-1432,16896,39.54,-377,-2038,2200
14:53:15.402 4864,-656,15808,39.64,-1131,185,-828
14:53:15.663 -340,-1652,17388,39.59,-683,-480,259
14:53:15.933 1908,-2500,17164,39.64,-1532,352,-1050
14:53:16.135 5240,-2696,16540,39.64,211,-1962,2321
14:53:16.390 3212,-1944,14700,39.73,-1482,584,-1580
14:53:16.625 3664,-2876,15728,39.59,-398,467,-1378
14:53:16.864 564,-2708,16412,39.68,410,-87,-1613
14:53:17.105 1980,-2728,16256,39.45,-328,-1876,1426
14:53:17.363 4904,-3476,16392,39.64,978,-1098,734
14:53:17.594 4140,-1812,15296,39.73,-1732,-47,-1246
14:53:17.852 2296,-3344,17236,39.59,-31,-803,-169
14:53:18.086 4364,-1876,17872,39.64,661,-906,1054
14:53:18.325 2736,-1296,17532,39.59,-1839,316,-814
14:53:18.585 2356,-2148,16592,39.64,-584,-998,794
14:53:18.823 3536,-2936,16484,39.54,179,-1383,1177
14:53:19.057 4532,-2876,15720,39.49,283,-416,-209
14:53:19.314 4412,-2920,15336,39.64,-182,24,-1232
14:53:19.548 3180,-3148,15764,39.64,-131,-108,-1138
14:53:19.831 2548,-3124,16328,39.73,-74,-748,320
14:53:20.032 3668,-2372,16344,39.64,686,-665,399
14:53:20.304 3692,-1176,16764,39.64,-537,-265,-29
14:53:20.511 3384,-1484,17176,39.54,-470,277,-833
14:53:20.772 3344,-2024,16712,39.68,-1245,409,-975
14:53:21.006 2268,-2632,16428,39.64,-591,135,-904
14:53:21.246 2616,-2784,16768,39.68,-333,63,-753
14:53:21.481 2424,-3108,16396,39.59,-163,-677,-42
14:53:21.715 2488,-3280,15836,39.54,93,-188,435
14:53:21.976 1044,-2460,17380,39.59,160,-764,1801
14:53:22.210 4156,-2636,18280,39.59,562,-135,714
14:53:22.468 5104,-1324,16180,39.64,-1284,674,-590
14:53:22.713 3556,-2192,17144,39.59,-1540,605,-1523
14:53:22.948 472,-2684,17792,39.64,-899,4,-567
14:53:23.182 2320,-2816,15628,39.64,-190,-1107,-302
14:53:23.415 3812,-2528,15488,39.59,-5,-105,-80
14:53:23.714 604,-2952,15636,39.64,-498,-609,866
14:53:23.917 2480,-2136,16988,39.54,-259,-394,541
14:53:24.188 5232,-2144,17468,39.54,165,-802,687
14:53:24.392 3212,-1700,17012,39.64,121,-1556,1717
14:53:24.649 5752,-1840,14648,39.54,-1335,-71,-264
14:53:24.882 3180,-2960,15812,39.64,-1297,1188,-2330
14:53:25.122 936,-2932,17416,39.49,25,-503,-209
14:53:38.957 3864,-2176,16596,39.59,633,-644,-302
14:53:39.201 2400,-3760,16244,39.64,-375,-1096,253
14:53:39.434 2988,-3276,16056,39.59,1202,-569,-203
14:53:39.693 6212,-3448,15192,39.59,-1063,696,-1760
14:53:39.927 2828,-3868,15948,39.64,327,-1583,-733
14:53:40.174 280,-1620,16740,39.54,-670,-2206,2048
14:53:40.445 6448,-1288,15588,39.49,577,-154,459
14:53:40.714 4216,-1664,17328,39.59,-848,335,-2067
14:53:40.917 1148,-1344,16992,39.54,-288,-544,-421
14:53:41.160 1816,-1844,15528,39.59,-923,-1615,1904
14:53:41.394 7388,-3344,16568,39.49,274,-1130,943
14:53:41.633 4944,-2452,14184,39.45,-713,836,-3086
14:53:41.889 2500,-3332,16772,39.49,312,-1253,-89
14:53:42.123 3936,-3440,15912,39.64,-539,-1420,383
14:53:42.356 5200,-880,14312,39.49,907,73,247
14:53:42.615 2628,-2128,18768,39.68,-816,310,-2222
14:53:42.850 3668,-1352,16760,39.54,-832,308,279
14:53:43.093 3524,-1728,16524,39.54,227,-980,1548
14:53:43.353 5944,-2364,14940,39.54,-1463,1581,-1735
14:53:43.588 768,-2356,19492,39.49,-476,-1702,425
14:53:43.821 -328,-1316,14960,39.54,-431,592,-324
14:53:44.078 2148,-5424,16468,39.59,979,-4451,1660
14:53:44.316 8296,-1452,12672,39.54,-583,529,-3530
14:53:44.585 -1752,-2840,16896,39.49,-1506,443,-1114
14:53:44.855 6712,-2164,13620,39.54,-167,-559,63
14:53:45.039 744,-2356,17192,39.49,-524,-366,266
14:53:45.299 6184,-676,15084,39.49,-409,1318,-1874
14:53:45.532 1228,-2308,18732,39.54,-703,-503,65
14:53:45.779 1128,-1868,15528,39.59,-700,-703,829
14:53:46.018 7344,-2688,14928,39.64,1534,-640,1012
14:53:46.252 2784,-3100,15240,39.49,-384,748,-1999
14:53:46.512 760,-3544,16500,39.59,-74,-506,-600
14:53:46.745 1064,-2828,16828,39.54,515,-473,111
14:53:46.984 4896,-2076,15472,39.54,1593,1354,-1091
14:53:47.240 4200,-2640,16264,39.49,-1870,-177,-874
14:53:47.479 72,-3076,17880,39.45,142,-1480,981
14:53:47.712 6408,-1832,14832,39.45,-519,-465,-44
