0.0094287,0.013807,0.0075396
0.0093144,0.013595,0.0078589
0.0094358,0.013106,0.0082328
0.013797,0.012038,0.0081832
0.01359,0.012343,0.0079884
0.013629,0.011939,0.0078056
0.011912,0.01118,0.0071327
0.011989,0.010332,0.0075469
0.011213,0.011572,0.00749
0.011845,0.01152,0.0070017
0.013961,0.010264,0.010512
0.015432,0.0098869,0.01094
0.015171,0.010722,0.012099
0.015282,0.0096664,0.01451
0.01457,0.0090103,0.014037
0.013696,0.012186,0.014084
0.013696,0.016028,0.013409
0.012187,0.022223,0.013371
0.012565,0.028271,0.012625
0.013392,0.035681,0.012611
0.01398,0.039924,0.012662
0.015069,0.041525,0.0127
0.015756,0.042356,0.012231
0.01562,0.042677,0.010887
0.011099,0.042688,0.011047
0.011189,0.04238,0.010543
0.011036,0.042323,0.010786
0.010937,0.042295,0.01021
0.011055,0.042356,0.0099336
0.011162,0.041212,0.0098909
0.010575,0.041569,0.0099117
0.0083732,0.041823,0.006252
0.0063347,0.042169,0.0057998
0.0062601,0.040875,0.0044831
0.0061025,0.04108,0.0020052
0.0061736,0.041505,0.0020067
0.0062365,0.039078,0.0019075
0.0062626,0.036279,0.0019791
0.0061331,0.030876,0.0022861
0.005601,0.023623,0.0026975
0.0046377,0.017521,0.0030578
0.0033812,0.013972,0.0032533
0.0022621,0.012998,0.0032605
0.0015685,0.012985,0.0032668
0.0013698,0.013065,0.0034049
0.0015344,0.013288,0.0037637
0.0017789,0.013336,0.0044225
0.0019688,0.013335,0.0052315
0.0020492,0.013443,0.0059332
0.0019494,0.013586,0.0064314
0.0018307,0.013668,0.006711
0.002125,0.013783,0.0068004
0.0032406,0.01426,0.0068318
0.0053453,0.015271,0.0068723
0.008165,0.016373,0.0069982
0.011278,0.016997,0.0072827
0.014115,0.016962,0.0076467
0.016465,0.01633,0.0078542
0.018235,0.015275,0.007795
0.019299,0.014099,0.0074974
0.01979,0.012906,0.0070859
0.020004,0.011832,0.0067516
0.020128,0.010808,0.0065709
0.020271,0.0097182,0.0065447
0.020475,0.0089257,0.0065352
0.020802,0.008999,0.0063727
0.021226,0.0099795,0.0058803
0.021696,0.01116,0.0049565
0.022251,0.011825,0.0038269
0.022893,0.011726,0.002864
0.023566,0.011772,0.0023153
0.02406,0.012553,0.0024027
0.023973,0.014017,0.0032493
0.022914,0.016003,0.0046354
0.02082,0.017776,0.0063876
0.017991,0.018968,0.0081936
0.014879,0.019872,0.0096633
0.012201,0.020219,0.010579
0.010388,0.020115,0.010963
0.0094679,0.020444,0.011044
0.0091101,0.021215,0.011043
0.0089764,0.021728,0.011048
0.0088277,0.02194,0.011013
0.0086968,0.021881,0.010982
0.0086905,0.021827,0.011122
0.0087461,0.021897,0.011622
0.0085652,0.021642,0.012474
0.0079959,0.020721,0.013472
0.0072062,0.019544,0.014481
0.0064923,0.018879,0.015483
0.0060358,0.018854,0.016545
0.0060228,0.01864,0.017504
0.0065704,0.017585,0.018057
0.0077952,0.015761,0.017973
0.0098108,0.01354,0.017306
0.012447,0.01109,0.016123
0.015153,0.0086261,0.014766
0.017198,0.0066497,0.013554
0.018165,0.0058304,0.012743
0.018036,0.0058144,0.012428
0.017261,0.0057485,0.012492
0.016559,0.0060552,0.012702
0.016204,0.0080013,0.0129
0.016175,0.011961,0.01301
0.016274,0.0155,0.012981
0.016253,0.016525,0.012831
0.016028,0.016495,0.012453
0.015865,0.018503,0.011871
0.016105,0.02388,0.011433
0.016829,0.031593,0.011234
0.017928,0.039852,0.010974
0.019372,0.047533,0.010335
0.020947,0.052583,0.0093954
0.022288,0.054136,0.0084241
0.022687,0.054031,0.0077147
0.021809,0.054245,0.0075353
0.019751,0.055619,0.0077195
0.0173,0.057218,0.0076866
0.015413,0.057968,0.0073738
0.014523,0.058036,0.0069267
0.014618,0.058127,0.0065332
0.015421,0.058347,0.006335
0.016451,0.057566,0.0064092
0.017324,0.054768,0.00663
0.017812,0.050121,0.006938
0.017897,0.046383,0.0072604
0.017794,0.045546,0.007388
0.017774,0.045872,0.0072756
0.017856,0.043999,0.0070295
0.017773,0.038713,0.006664
0.017213,0.031168,0.0063614
0.015929,0.022914,0.0064368
0.013953,0.015478,0.0069294
0.01168,0.011347,0.0076829
0.009656,0.011588,0.0084489
0.0085628,0.014058,0.0090138
0.008422,0.015616,0.0091678
0.0088529,0.015545,0.0090423
0.0092922,0.015236,0.0092168
0.0093505,0.015333,0.0097938
0.0090724,0.015698,0.010798
0.0085054,0.015965,0.012299
0.0076113,0.015853,0.01396
0.006603,0.015693,0.015228
0.0057631,0.015779,0.016089
0.0052852,0.016028,0.016728
0.0051909,0.016179,0.017039
0.0053263,0.015993,0.017182
0.0055023,0.015643,0.017454
0.0055534,0.015335,0.01793
0.0054358,0.014973,0.018504
0.0052304,0.014713,0.018873
0.0051299,0.014873,0.018794
0.0051512,0.015201,0.018289
0.0051262,0.015488,0.017587
