0.00073334,0.0035346,7.09E-05,0
0.00069838,0.0034833,8.41E-05,0
0.00074677,0.0035151,9.27E-05,0
0.00079992,0.0035071,0.00010585,0
0.00079707,0.0035071,0.00010708,0
0.00061931,0.0036597,0.00011407,0
0.00060007,0.0038107,0.00011856,0
0.00067157,0.0038325,0.00012217,0
0.00074536,0.0039403,0.00012795,0
0.00075984,0.0038278,0.00012497,0
0.00077509,0.0038091,0.00012064,0
0.0007791,0.0035475,0.00012223,0
0.00082823,0.0035217,0.00012489,0
0.00087671,0.0038489,0.00013051,0
0.00085359,0.0041114,0.00013548,0
0.00089447,0.0043378,0.00013966,0
0.00089939,0.0044291,0.0001451,0
0.00086063,0.0036458,0.00015431,0
0.0010068,0.0043964,0.00016354,0
0.00095258,0.0042718,0.00015274,0
0.0010264,0.0043271,0.00014856,0
0.0010713,0.0040774,0.00015108,0
0.0010733,0.0041571,0.00015108,0
0.0010263,0.0042185,0.00015568,0
0.00095899,0.0042135,0.00015404,0
0.00095998,0.004449,0.00016031,0
0.00096383,0.0042167,0.00017178,0
0.00096503,0.004275,0.00018557,0
0.00083805,0.0043251,0.00021532,0
0.00076224,0.0044746,0.00023693,0
0.00075126,0.0049451,0.00027814,0
0.00071355,0.0053618,0.0003052,0
0.00069784,0.0053594,0.00032884,0
0.00063993,0.0055184,0.0003388,0
0.000587,0.0054935,0.00036704,0
0.0005735,0.0056334,0.00037851,0
0.0005735,0.0055122,0.00040402,0
0.00059365,0.0055884,0.00042564,0
0.00052893,0.0053176,0.00045078,0
0.0002662,0.0038729,0.00047757,0
0.00026185,0.0041805,0.00049524,0
0.00027017,0.0041843,0.0005109,0
0.00024584,0.0043923,0.00051724,0
0.00022856,0.0043555,0.00052705,0
0.00021952,0.0048572,0.00054937,0
0.00025723,0.0048728,0.00055276,0
0.00034487,0.0051988,0.00055145,0
0.00046294,0.0051717,0.00055145,0
0.00046167,0.0049727,0.00055145,0
0.00051715,0.0049382,0.00056384,0
0.00057725,0.0048965,0.00056384,0
0.00057411,0.004437,0.00057026,0
0.0005904,0.0040586,0.0005575,0
0.00060828,0.0043761,0.00055989,0
0.00062476,0.0043057,0.00055989,0
0.00073572,0.0039971,0.0005751,0
0.00083176,0.0041135,0.00057511,0
0.000793,0.0043656,0.0005725,0
0.00077089,0.0045415,0.00055636,0
0.00076823,0.004144,0.00053678,0
0.00083113,0.0040829,0.00050572,0
0.00083548,0.0041492,0.00050104,0
0.000781,0.0042798,0.00048627,0
0.00075931,0.0042731,0.00049215,0
0.00083179,0.0043045,0.00048594,0
0.00084749,0.0036812,0.00046918,0
0.00083193,0.003826,0.000473,0
0.00074319,0.0038923,0.00048655,0
0.00066517,0.0045928,0.0004908,0
0.00068693,0.0045848,0.00050756,0
0.00074292,0.0053273,0.00051439,0
0.00083295,0.0053142,0.00050753,0
0.00083459,0.0060252,0.0004736,0
0.0011594,0.0068503,0.00046265,0
0.0012972,0.0067474,0.00046025,0
0.0012747,0.0068236,0.0004585,0
0.0012559,0.0068787,0.00044058,0
0.0011969,0.0063625,0.00044483,0
0.0012519,0.0060425,0.00043546,0
0.001276,0.0056877,0.00044692,0
0.0013554,0.005743,0.00045585,0
0.0013102,0.0061611,0.0004869,0
0.0014955,0.0061795,0.00047884,0
0.0016767,0.0065739,0.00048641,0
0.0017779,0.0074084,0.00046868,0
0.001704,0.0073156,0.00046867,0
0.0017941,0.0081076,0.0004912,0
0.0018929,0.0089085,0.00049545,0
0.0018936,0.0084181,0.00052533,0
0.002497,0.0077574,0.00052533,0
0.0026592,0.008323,0.0005066,0
0.0027035,0.0087505,0.00046986,0
0.0027094,0.0099894,0.00046986,0
0.002904,0.011111,0.00050053,0
0.0025974,0.010523,0.00052673,0
0.0025916,0.010473,0.00051463,0
0.0028451,0.010316,0.00051823,0
0.0027527,0.010371,0.00052975,0
0.0027294,0.010726,0.00052167,0
0.0026835,0.011385,0.00053365,0
0.0026814,0.011423,0.00052065,0
0.0026146,0.011821,0.00054043,0
0.0025991,0.01183,0.00054044,0
